run_id,model,sampling_ratio,train_seed,mask_seed,mask_seen_in_training,method,psnr_real,psnr_imag,ssim_real,ssim_imag
comparison_d347ec7a7f,admmnet_softthresh,0.3,0,7,False,classical_cs_tv,34.437997722226704,41.85209955829956,0.8574201859939048,0.852557226080276
comparison_d347ec7a7f,admmnet_softthresh,0.3,0,11,False,admmnet_softthresh,38.045731620309745,46.16278969992155,0.9274613995681746,0.8994444365531331
comparison_d347ec7a7f,admmnet_softthresh,0.3,0,11,False,classical_cs_tv,22.215161535031626,31.42059049247199,0.2732509907070064,0.35071921270636836
comparison_dec76c84c7,admmnet_softthresh,0.3,2,0,False,admmnet_softthresh,24.861981144510054,35.48100267992858,0.5198028196101409,0.5917702224962881
comparison_dec76c84c7,admmnet_softthresh,0.3,2,0,False,classical_cs_tv,22.180140503280832,32.36573465897947,0.2790119887084143,0.37925028953716844
comparison_dec76c84c7,admmnet_softthresh,0.3,2,1,False,admmnet_softthresh,26.23043155271139,33.53518605731023,0.630964546211095,0.5317312291040082
comparison_dec76c84c7,admmnet_softthresh,0.3,2,1,False,classical_cs_tv,30.72273576010221,33.29243245783211,0.646042470652688,0.3691365723829389
comparison_dec76c84c7,admmnet_softthresh,0.3,2,2,True,admmnet_softthresh,34.83914247616564,47.148048592411826,0.8948523987037866,0.952167129167453
comparison_dec76c84c7,admmnet_softthresh,0.3,2,2,True,classical_cs_tv,20.488568152343877,43.78441235211105,0.35809128918533045,0.9192926296379775
comparison_dec76c84c7,admmnet_softthresh,0.3,2,7,False,admmnet_softthresh,31.723225062861104,39.102570250443335,0.8013770441879289,0.7421802722509935
comparison_dec76c84c7,admmnet_softthresh,0.3,2,7,False,classical_cs_tv,34.437997722226704,41.85209955829956,0.8574201859939048,0.852557226080276
comparison_dec76c84c7,admmnet_softthresh,0.3,2,11,False,admmnet_softthresh,24.091802070330377,33.15397988802219,0.5434426952106683,0.52979393191168
comparison_dec76c84c7,admmnet_softthresh,0.3,2,11,False,classical_cs_tv,22.215161535031626,31.42059049247199,0.2732509907070064,0.35071921270636836
comparison_e7a0b627da,admmnet_softthresh,0.5,0,0,True,admmnet_softthresh,46.234389843801075,52.644719518876975,0.9866957794173492,0.9696321216836634
comparison_e7a0b627da,admmnet_softthresh,0.5,0,0,True,classical_cs_tv,22.956250849129265,44.40335958472854,0.3428803410801927,0.9137173221450471
comparison_e7a0b627da,admmnet_softthresh,0.5,0,1,False,admmnet_softthresh,36.94224960135615,54.10388910620781,0.8769571064156967,0.9914453685533052
comparison_e7a0b627da,admmnet_softthresh,0.5,0,1,False,classical_cs_tv,38.84631431451901,46.77499256373449,0.9192178364079368,0.9678620702302606
comparison_e7a0b627da,admmnet_softthresh,0.5,0,2,False,admmnet_softthresh,43.642723354834395,48.89299340028643,0.9641575133700749,0.9300153007317786
comparison_e7a0b627da,admmnet_softthresh,0.5,0,2,False,classical_cs_tv,23.133176751715368,44.33649328862274,0.32973048402674526,0.893767174317747
comparison_e7a0b627da,admmnet_softthresh,0.5,0,7,False,admmnet_softthresh,40.55286742653308,51.36608121385135,0.9510303259394658,0.9760953059505718
comparison_e7a0b627da,admmnet_softthresh,0.5,0,7,False,classical_cs_tv,39.60393241658869,45.18708089405523,0.951142364091953,0.9438555059822035
comparison_e7a0b627da,admmnet_softthresh,0.5,0,11,False,admmnet_softthresh,40.31619664914438,43.268473309951844,0.9562069990644894,0.8269744873296266
comparison_e7a0b627da,admmnet_softthresh,0.5,0,11,False,classical_cs_tv,23.046590741209407,43.00970031227527,0.3349713686245755,0.8591851083304592
comparison_fa179015cb,admmnet_softthresh,0.3,1,0,False,admmnet_softthresh,18.71851389577698,19.621456852517866,0.31869055608201724,0.014768698155318843
comparison_fa179015cb,admmnet_softthresh,0.3,1,0,False,classical_cs_tv,22.180140503280832,32.36573465897947,0.2790119887084143,0.37925028953716844
comparison_fa179015cb,admmnet_softthresh,0.3,1,1,True,admmnet_softthresh,45.810672664243306,68.49770529200343,0.9899230852536077,0.9996330376449489
comparison_fa179015cb,admmnet_softthresh,0.3,1,1,True,classical_cs_tv,30.72273576010221,33.29243245783211,0.646042470652688,0.3691365723829389
comparison_fa179015cb,admmnet_softthresh,0.3,1,2,False,admmnet_softthresh,22.55359883088946,22.420992947023784,0.342053664715719,0.015524321865041012
comparison_fa179015cb,admmnet_softthresh,0.3,1,2,False,classical_cs_tv,20.488568152343877,43.78441235211105,0.35809128918533045,0.9192926296379775
comparison_fa179015cb,admmnet_softthresh,0.3,1,7,False,admmnet_softthresh,39.666698966564994,64.1054146818536,0.9541210110716242,0.9989729470039511
comparison_fa179015cb,admmnet_softthresh,0.3,1,7,False,classical_cs_tv,34.437997722226704,41.85209955829956,0.8574201859939048,0.852557226080276
comparison_fa179015cb,admmnet_softthresh,0.3,1,11,False,admmnet_softthresh,19.29294443928547,20.517734499656008,0.35937058105753056,0.01449567675161873
comparison_fa179015cb,admmnet_softthresh,0.3,1,11,False,classical_cs_tv,22.215161535031626,31.42059049247199,0.2732509907070064,0.35071921270636836
