run_id,model,sampling_ratio,train_seed,mask_seed,mask_seen_in_training,method,psnr_real,psnr_imag,ssim_real,ssim_imag
comparison_610cf68383,admmnet_softthresh,0.5,2,0,False,admmnet_softthresh,39.971423424437454,47.49315742269221,0.9695225375466766,0.9059301702048489
comparison_610cf68383,admmnet_softthresh,0.5,2,0,False,classical_cs_tv,22.956250849129265,44.40335958472854,0.3428803410801927,0.9137173221450471
comparison_610cf68383,admmnet_softthresh,0.5,2,1,False,admmnet_softthresh,36.452438857266095,47.75907582717959,0.8773771791278567,0.9696467875436758
comparison_610cf68383,admmnet_softthresh,0.5,2,1,False,classical_cs_tv,38.84631431451901,46.77499256373449,0.9192178364079368,0.9678620702302606
comparison_610cf68383,admmnet_softthresh,0.5,2,2,True,admmnet_softthresh,47.880254681639094,54.05024599530208,0.9926648381863677,0.9865596112347048
comparison_610cf68383,admmnet_softthresh,0.5,2,2,True,classical_cs_tv,23.133176751715368,44.33649328862274,0.32973048402674526,0.893767174317747
comparison_610cf68383,admmnet_softthresh,0.5,2,7,False,admmnet_softthresh,39.19963827093276,44.59309380822601,0.938350286443862,0.9150755506429712
comparison_610cf68383,admmnet_softthresh,0.5,2,7,False,classical_cs_tv,39.60393241658869,45.18708089405523,0.951142364091953,0.9438555059822035
comparison_610cf68383,admmnet_softthresh,0.5,2,11,False,admmnet_softthresh,42.948050423147286,47.665049173841915,0.9752907104571993,0.9086490582721503
comparison_610cf68383,admmnet_softthresh,0.5,2,11,False,classical_cs_tv,23.046590741209407,43.00970031227527,0.3349713686245755,0.8591851083304592
comparison_790999b44d,admmnet_softthresh,0.2,0,0,True,admmnet_softthresh,39.225935469112635,54.52088295365976,0.9557201903484855,0.9808770845874084
comparison_790999b44d,admmnet_softthresh,0.2,0,0,True,classical_cs_tv,21.926883829188647,31.81782384896378,0.28480337220380497,0.37053684273025483
comparison_790999b44d,admmnet_softthresh,0.2,0,1,False,admmnet_softthresh,29.14232397678008,43.406990298666216,0.6138930939231457,0.8423925295285101
comparison_790999b44d,admmnet_softthresh,0.2,0,1,False,classical_cs_tv,28.781934985555864,32.99598697837926,0.5642364199690241,0.31970150650295753
comparison_790999b44d,admmnet_softthresh,0.2,0,2,False,admmnet_softthresh,22.029667622873475,47.689838441345984,0.4410544748585593,0.9354546850695271
comparison_790999b44d,admmnet_softthresh,0.2,0,2,False,classical_cs_tv,20.354292709957107,42.88553044786014,0.33975646778878804,0.8837173517528438
comparison_790999b44d,admmnet_softthresh,0.2,0,7,False,admmnet_softthresh,31.18662636250133,47.97798102470622,0.6869711818555408,0.9335673658418855
comparison_790999b44d,admmnet_softthresh,0.2,0,7,False,classical_cs_tv,31.85587777652501,41.973644081019955,0.7377357865726598,0.8437793769846401
comparison_790999b44d,admmnet_softthresh,0.2,0,11,False,admmnet_softthresh,35.33686651445333,47.52614101904705,0.8948035555653991,0.917844775331569
comparison_790999b44d,admmnet_softthresh,0.2,0,11,False,classical_cs_tv,21.899708987279915,30.265149208292303,0.261620643092748,0.3289712194244233
comparison_7e02f8e7e0,admmnet_softthresh,0.5,1,0,False,admmnet_softthresh,9.653677240076425,11.07906879041983,0.2241030236760692,0.0011788513633192645
comparison_7e02f8e7e0,admmnet_softthresh,0.5,1,0,False,classical_cs_tv,22.956250849129265,44.40335958472854,0.3428803410801927,0.9137173221450471
comparison_7e02f8e7e0,admmnet_softthresh,0.5,1,1,True,admmnet_softthresh,50.31060126236792,75.34345173536484,0.9961574669911771,0.9999391993967559
comparison_7e02f8e7e0,admmnet_softthresh,0.5,1,1,True,classical_cs_tv,38.84631431451901,46.77499256373449,0.9192178364079368,0.9678620702302606
comparison_7e02f8e7e0,admmnet_softthresh,0.5,1,2,False,admmnet_softthresh,9.671061665443197,11.093004625711481,0.21985180155378006,0.0011704570759198858
comparison_7e02f8e7e0,admmnet_softthresh,0.5,1,2,False,classical_cs_tv,23.133176751715368,44.33649328862274,0.32973048402674526,0.893767174317747
comparison_7e02f8e7e0,admmnet_softthresh,0.5,1,7,False,admmnet_softthresh,48.81650087524159,66.09418505106012,0.9934995654487211,0.9992568504112036
comparison_7e02f8e7e0,admmnet_softthresh,0.5,1,7,False,classical_cs_tv,39.60393241658869,45.18708089405523,0.951142364091953,0.9438555059822035
comparison_7e02f8e7e0,admmnet_softthresh,0.5,1,11,False,admmnet_softthresh,9.628057667401047,11.015656701690482,0.216471500367425,0.0011031098792764892
comparison_7e02f8e7e0,admmnet_softthresh,0.5,1,11,False,classical_cs_tv,23.046590741209407,43.00970031227527,0.3349713686245755,0.8591851083304592
comparison_c6bc24792b,admmnet_softthresh,0.2,1,0,False,admmnet_softthresh,12.580430048778965,14.410333954639515,0.1070443432871642,0.01978071990289441
comparison_c6bc24792b,admmnet_softthresh,0.2,1,0,False,classical_cs_tv,21.926883829188647,31.81782384896378,0.28480337220380497,0.37053684273025483
comparison_c6bc24792b,admmnet_softthresh,0.2,1,1,True,admmnet_softthresh,39.92429109996333,60.46562530006824,0.9685955030149994,0.9968439270761721
comparison_c6bc24792b,admmnet_softthresh,0.2,1,1,True,classical_cs_tv,28.781934985555864,32.99598697837926,0.5642364199690241,0.31970150650295753
comparison_c6bc24792b,admmnet_softthresh,0.2,1,2,False,admmnet_softthresh,12.044723873856675,13.714446933698454,0.07465307789642332,0.006897934737189568
comparison_c6bc24792b,admmnet_softthresh,0.2,1,2,False,classical_cs_tv,20.354292709957107,42.88553044786014,0.33975646778878804,0.8837173517528438
comparison_c6bc24792b,admmnet_softthresh,0.2,1,7,False,admmnet_softthresh,32.36594639063879,49.98624796049366,0.7989765923142932,0.9635909370548057
comparison_c6bc24792b,admmnet_softthresh,0.2,1,7,False,classical_cs_tv,31.85587777652501,41.973644081019955,0.7377357865726598,0.8437793769846401
comparison_c6bc24792b,admmnet_softthresh,0.2,1,11,False,admmnet_softthresh,13.222247207513913,13.771766678558732,0.15736251604201654,0.01596637218036186
comparison_c6bc24792b,admmnet_softthresh,0.2,1,11,False,classical_cs_tv,21.899708987279915,30.265149208292303,0.261620643092748,0.3289712194244233
comparison_cb20c704ac,admmnet_softthresh,0.2,2,0,False,admmnet_softthresh,25.370935432082938,34.00385490321714,0.5842615653406127,0.4926583441169192
comparison_cb20c704ac,admmnet_softthresh,0.2,2,0,False,classical_cs_tv,21.926883829188647,31.81782384896378,0.28480337220380497,0.37053684273025483
comparison_cb20c704ac,admmnet_softthresh,0.2,2,1,False,admmnet_softthresh,24.69527088947376,28.186473862396625,0.5338537055827584,0.31663898233651616
comparison_cb20c704ac,admmnet_softthresh,0.2,2,1,False,classical_cs_tv,28.781934985555864,32.99598697837926,0.5642364199690241,0.31970150650295753
comparison_cb20c704ac,admmnet_softthresh,0.2,2,2,True,admmnet_softthresh,33.34062968138372,47.51437188790932,0.848636404739763,0.9618385368061864
comparison_cb20c704ac,admmnet_softthresh,0.2,2,2,True,classical_cs_tv,20.354292709957107,42.88553044786014,0.33975646778878804,0.8837173517528438
comparison_cb20c704ac,admmnet_softthresh,0.2,2,7,False,admmnet_softthresh,25.03469452798117,38.94204889082011,0.49088254215577654,0.6835996127028844
comparison_cb20c704ac,admmnet_softthresh,0.2,2,7,False,classical_cs_tv,31.85587777652501,41.973644081019955,0.7377357865726598,0.8437793769846401
comparison_cb20c704ac,admmnet_softthresh,0.2,2,11,False,admmnet_softthresh,23.535180115799523,31.927945101111504,0.5909023665234634,0.440269180328028
comparison_cb20c704ac,admmnet_softthresh,0.2,2,11,False,classical_cs_tv,21.899708987279915,30.265149208292303,0.261620643092748,0.3289712194244233
comparison_d347ec7a7f,admmnet_softthresh,0.3,0,0,True,admmnet_softthresh,40.50579958480771,51.684863940442455,0.9621107674293439,0.9733841263350084
comparison_d347ec7a7f,admmnet_softthresh,0.3,0,0,True,classical_cs_tv,22.180140503280832,32.36573465897947,0.2790119887084143,0.37925028953716844
comparison_d347ec7a7f,admmnet_softthresh,0.3,0,1,False,admmnet_softthresh,31.4724882756317,41.015190842760155,0.7061441192816491,0.7287655850584038
comparison_d347ec7a7f,admmnet_softthresh,0.3,0,1,False,classical_cs_tv,30.72273576010221,33.29243245783211,0.646042470652688,0.3691365723829389
comparison_d347ec7a7f,admmnet_softthresh,0.3,0,2,False,admmnet_softthresh,22.921378518746987,47.89226867165027,0.5088958986508796,0.9661828102427048
comparison_d347ec7a7f,admmnet_softthresh,0.3,0,2,False,classical_cs_tv,20.488568152343877,43.78441235211105,0.35809128918533045,0.9192926296379775
comparison_d347ec7a7f,admmnet_softthresh,0.3,0,7,False,admmnet_softthresh,33.94307151698667,43.83290106482087,0.8162396017726994,0.8693033248560199
