run_id,name,method,model,num_stages,channels,share_weights,use_bn,use_residual,rho_init,mask,sampling_ratio,loss,epochs,lr,optimizer,weight_decay,seed,split,metric,value,std
comparison_8b0b8940ee,comparison,classical_cs,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,0,test,ssim_real,0.3909969279020401,0.0804866534123019
comparison_8b0b8940ee,comparison,classical_cs,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,0,test,ssim_imag,0.7097387998423317,0.0647193206732911
comparison_8b0b8940ee,comparison,classical_cs,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,0,test,nmse,0.590685113266921,0.0471361798416776
comparison_8b0b8940ee,comparison,zero_filled,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,0,test,psnr_real,22.37435620599212,1.8588045648608604
comparison_8b0b8940ee,comparison,zero_filled,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,0,test,psnr_imag,37.945002049082994,1.839244194504744
comparison_8b0b8940ee,comparison,zero_filled,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,0,test,ssim_real,0.3898857993124419,0.0809267783977405
comparison_8b0b8940ee,comparison,zero_filled,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,0,test,ssim_imag,0.7000689712279012,0.0671686204860504
comparison_8b0b8940ee,comparison,zero_filled,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,0,test,nmse,0.5957092581683123,0.0486751565861677
comparison_a60e640606,comparison,classical_cs,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,1,val,psnr_real,33.14375865832749,1.9306777225899547
comparison_a60e640606,comparison,classical_cs,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,1,val,psnr_imag,40.67528031414884,1.7539088182453386
comparison_a60e640606,comparison,classical_cs,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,1,val,ssim_real,0.7796251141701461,0.0381304560836032
comparison_a60e640606,comparison,classical_cs,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,1,val,ssim_imag,0.8624817007269889,0.0442810957074838
comparison_a60e640606,comparison,classical_cs,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,1,val,nmse,0.0592929711973679,0.014637073005415
comparison_a60e640606,comparison,classical_cs,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,1,test,psnr_real,33.21257316717044,1.881138114919092
comparison_a60e640606,comparison,classical_cs,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,1,test,psnr_imag,40.69300859842341,1.7126532265907513
comparison_a60e640606,comparison,classical_cs,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,1,test,ssim_real,0.7811681023452073,0.0381009818380237
comparison_a60e640606,comparison,classical_cs,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,1,test,ssim_imag,0.8639647678850086,0.0425542596551042
comparison_a60e640606,comparison,classical_cs,classical_cs,8,64,False,True,True,0.1,gaussian1d,0.5,mse_l1,40,0.0005,adam,0.0,1,test,nmse,0.0578290997112021,0.0136029234617192
